q_id,doc_id,question,answer,doc_path,documents,image_file,caption,first_mention,title,abstract
scgqa_294,1911.02623v1,What does Figure 3 indicate about the effectiveness of E-GC and EL-GC for trips with multiple node connections in road networks?,"The graph suggests that the two modified models, E-GC and EL-GC, perform better for trips that have the subsequent nodes connected by a series of nodes in the road network. This is because the inclusion of embeddings along with the nodes helps in a better interpretation of spatial dependencies among the nodes, thus aiding in better prediction of the trips with large difference between map and coordinate distance.",1911.02623v1.pdf,"['1911.02623v1.pdf', '1910.08413v1.pdf', '2006.03632v1.pdf', '1907.04002v1.pdf', '1505.02851v1.pdf', '2010.07597v2.pdf', '2011.07119v1.pdf', '1803.04037v1.pdf', '2010.11594v1.pdf']",1911.02623v1-Figure3-1.png,"Figure 3: Distribution of MAPE(y-axis) across L-GC, E-GC and EL-GC over the varying difference between Coordinate and Map distance buckets (x-axis) on Beijing Dataset.","Following the same set of experiments, wemodified on the grounds of using distance metric. We concatenated both the Map Distance and Coordinate Distance to the output of the convolution layer (locconvi ). Table 1 (under Map & Coordinate Distance) shows the comparison of the baseline method L-GCwith that of the twomodifications E-GC and EL-GC.We observe that both themodifications E-GC and EL-GC outperform L-GC. We also plot the MAPE across varying buckets holding the difference between Map Distance and Coordinate Distance. The assumption that holds in coordinate distance, that all nodes are directly connected is violated by map distance which includes the map information to find the shortest distance between two nodes (which can be connected by a series of nodes in map). It can be clearly seen from Figure 3 that although at a lower difference value in distance (on x-axis), L-GC starts at a lower MAPE, it keeps increasing as the difference gets higher. On the other hand, E-GC and EL-GC remain on the lower side as the difference in distance increases. The inclusion of embeddings along with the nodes help in a better interpretation of spatial dependencies among the nodes thus aiding in better prediction of the trips with large difference between map and coordinate distance. This suggests that our proposed modifications perform better for trips which have the subsequent nodes connected by a series of nodes in the road network (and not directly connected).",Map Enhanced Route Travel Time Prediction using Deep Neural Networks,"Travel time estimation is a fundamental problem in transportation science
with extensive literature. The study of these techniques has intensified due to
availability of many publicly available large trip datasets. Recently developed
deep learning based models have improved the generality and performance and
have focused on estimating times for individual sub-trajectories and
aggregating them to predict the travel time of the entire trajectory. However,
these techniques ignore the road network information. In this work, we propose
and study techniques for incorporating road networks along with historical
trips' data into travel time prediction. We incorporate both node embeddings as
well as road distance into the existing model. Experiments on large real-world
benchmark datasets suggest improved performance, especially when the train data
is small. As expected, the proposed method performs better than the baseline
when there is a larger difference between road distance and Vincenty distance
between start and end points."
scgqa_295,2008.13170v1,"In the context of the advection equation in this paper, what effect do the SIAC filters have on error reduction?","The graph shows that the filtering techniques are effective in reducing the error and recovering the smoothness in the approximation. This is evident from the fact that the error plots for the filtered solutions are much smoother than the error plot for the DG solution. Additionally, the error for the filtered solutions is significantly smaller than the error for the DG solution. This suggests that the filtering techniques are able to significantly improve the accuracy of the DG method.",2008.13170v1.pdf,"['2008.13170v1.pdf', '1803.04037v1.pdf', '1708.07888v3.pdf', '2005.13300v1.pdf', '1905.05284v1.pdf', '2007.11446v1.pdf', '1707.02342v1.pdf']",2008.13170v1-Figure4.7-1.png,"Figure 4.7: The point-wise error plots for advection equation (3.20) for the DG method with the filtering techniques with polynomial P2. Here, the final time T = 1. We observe that the compared to the DG solution, the solutions after filtering with both the original and compact SIAC filtering have recovered the smoothness in the approximation and reduced the error.","The L2 norm errors and respective accuracy orders are given in Table 4.4. Compared to the DG solutions with the regular accuracy order of k+ 1, the filtered solutions (with both the original and compact SIAC filtering) have the superconvergence order of 2k+ 1. Furthermore, we observe that compared to the original SIAC filter, the compact filter has a much smaller support size while shows noticeable better accuracy for higher-order cases. For example, in the k = 3 case, the compact SIAC filter has only half the original SIAC filter’s support size, while the filtered errors are more than 10 times smaller. In Figure 4.7, we show the point-wise error plots before and after applying the original and compact SIAC filtering. We note that both filters recover smoothness in the DG solution as well as reduce the error.","How to Design A Generic Accuracy-Enhancing Filter for Discontinuous
  Galerkin Methods","Higher-order accuracy (order of $k+1$ in the $L^2$ norm) is one of the well
known beneficial properties of the discontinuous Galerkin (DG) method.
Furthermore, many studies have demonstrated the superconvergence property
(order of $2k+1$ in the negative norm) of the semi-discrete DG method. One can
take advantage of this superconvergence property by post-processing techniques
to enhance the accuracy of the DG solution. A popular class of post-processing
techniques to raise the convergence rate from order $k+1$ to order $2k+1$ in
the $L^2$ norm is the Smoothness-Increasing Accuracy-Conserving (SIAC)
filtering. In addition to enhancing the accuracy, the SIAC filtering also
increases the inter-element smoothness of the DG solution. The SIAC filtering
was introduced for the DG method of the linear hyperbolic equation by Cockburn
et al. in 2003. Since then, there are many generalizations of the SIAC
filtering have been proposed. However, the development of SIAC filtering has
never gone beyond the framework of using spline functions (mostly B-splines) to
construct the filter function. In this paper, we first investigate the general
basis function (beyond the spline functions) that can be used to construct the
SIAC filter. The studies of the general basis function relax the SIAC filter
structure and provide more specific properties, such as extra smoothness, etc.
Secondly, we study the basis functions' distribution and propose a new SIAC
filter called compact SIAC filter that significantly reduces the original SIAC
filter's support size while preserving (or even improving) its ability to
enhance the accuracy of the DG solution. We show that the proofs of the new
SIAC filters' ability to extract the superconvergence and provide numerical
results to confirm the theoretical results and demonstrate the new finding's
good numerical performance."
scgqa_296,1201.3056v1,How does the optimal relay pricing illustrated in Figure 5 relate to the variance of fi and revenue?,"The graph shows that as the variance of fi increases, the maximum relay revenue also increases. This is because as the demand increases, the relay is able to sell more power and charge a higher price, so the revenue increases.",1201.3056v1.pdf,"['1201.3056v1.pdf', '1909.01868v3.pdf', '2002.11440v1.pdf', '1311.6183v1.pdf']",1201.3056v1-Figure5-1.png,Fig. 5. Three-user relay network with Rayleigh fading channels and different variances offi.,"Next, we examine the trend of the optimal relay price with an increasing demand. From Lemma 2, P Ii (λ) is a non-decreasing function of |fi|2. So, we can use an increasing |fi|2 to simulate the increasing user demand. In this numerical experiment, we again consider a threeuser network and model all channels as independent circularly symmetric complex Gaussian random variables with zero-mean, that is, they are independent Rayleigh flat-fading channels. The variances of all gi’s and hi’s are 1, while the variance of all fi’s ranges from 1 to 20. A larger variance means a higher average value of |fi|2, which on average means a higher power demand from the users. The transmit power of the users is set to be 10 dB and relay power is set to be 20 dB. Figure 5 shows the optimal relay power price, the actual relay power sold, and the maximum relay revenue with different variances of fi. We can see that as the variance of fi increases, the optimal relay price increases, more relay power is sold, and the maximum relay revenue increases. This fits one of the laws of supply and demand, which says, if the supply is unchanged and demand increases, it leads to higher equilibrium price and quantity.","Power Allocation and Pricing in Multi-User Relay Networks Using
  Stackelberg and Bargaining Games","This paper considers a multi-user single-relay wireless network, where the
relay gets paid for helping the users forward signals, and the users pay to
receive the relay service. We study the relay power allocation and pricing
problems, and model the interaction between the users and the relay as a
two-level Stackelberg game. In this game, the relay, modeled as the service
provider and the leader of the game, sets the relay price to maximize its
revenue; while the users are modeled as customers and the followers who buy
power from the relay for higher transmission rates. We use a bargaining game to
model the negotiation among users to achieve a fair allocation of the relay
power. Based on the proposed fair relay power allocation rule, the optimal
relay power price that maximizes the relay revenue is derived analytically.
Simulation shows that the proposed power allocation scheme achieves higher
network sum-rate and relay revenue than the even power allocation. Furthermore,
compared with the sum-rate-optimal solution, simulation shows that the proposed
scheme achieves better fairness with comparable network sum-rate for a wide
range of network scenarios. The proposed pricing and power allocation solutions
are also shown to be consistent with the laws of supply and demand."
scgqa_297,1610.08534v1,What information does the title of Fig. 2 convey regarding the Monte Carlo simulations performed?,"The title of the graph, ""Average FIT for several methods, obtained from 100 Monte Carlo runs with random systems"", provides a concise overview of the data it contains. The graph shows the average FIT, or fitness, for several methods, including PEM, MORSM1, MORSM20, and BJSM20. These methods were tested on 100 Monte Carlo runs, each with a random system.",1610.08534v1.pdf,"['1610.08534v1.pdf', '1506.06213v1.pdf', '2005.11699v2.pdf']",1610.08534v1-Figure2-1.png,"Fig. 2. Average FIT for several methods, obtained from 100 Monte Carlo runs with random systems.","The results are presented in Fig. 2, with the average FIT as function of sample size. We assume that PEM, when initialized at the true parameters, converges to the global optimum. Comparing PEM initialized at the true parameters and with the standard MATLAB procedure, we conclude that the latter must sometimes fail to reach the global optimum.","Optimal model order reduction with the Steiglitz-McBride method for
  open-loop data","In system identification, it is often difficult to find a physical intuition
to choose a noise model structure. The importance of this choice is that, for
the prediction error method (PEM) to provide asymptotically efficient
estimates, the model orders must be chosen according to the true system.
However, if only the plant estimates are of interest and the experiment is
performed in open loop, the noise model may be over-parameterized without
affecting the asymptotic properties of the plant. The limitation is that, as
PEM suffers in general from non-convexity, estimating an unnecessarily large
number of parameters will increase the chances of getting trapped in local
minima. To avoid this, a high order ARX model can first be estimated by least
squares, providing non-parametric estimates of the plant and noise model. Then,
model order reduction can be used to obtain a parametric model of the plant
only. We review existing methods to perform this, pointing out limitations and
connections between them. Then, we propose a method that connects favorable
properties from the previously reviewed approaches. We show that the proposed
method provides asymptotically efficient estimates of the plant with open loop
data. Finally, we perform a simulation study, which suggests that the proposed
method is competitive with PEM and other similar methods."
scgqa_298,2010.11594v1,"In the context of THUMOS14, how do the RGB and flow modalities compare in model performance as shown in Fig. 3?","The graph shows that the model trained with hard pseudo ground truth achieves the best performance, followed by the model trained with soft pseudo ground truth. The model trained with RGB upper bound achieves the best performance, followed by the model trained with flow upper bound. This suggests that the optical flow modality is more suitable for the action localization task than the RGB modality.",2010.11594v1.pdf,"['2010.11594v1.pdf', '1703.07020v4.pdf', '1501.07107v1.pdf', '1303.1635v1.pdf', '2011.07119v1.pdf', '1902.06156v1.pdf', '2003.09700v4.pdf', '2009.08716v1.pdf']",2010.11594v1-Figure3-1.png,Fig. 3: Comparison between models trained with different pseudo ground truth on the THUMOS14 testing set. The upper bounds denote models trained with ground truth actionness sequence,"list the results in Table 4. The results reveal that both Lbg and Latt help improve the performance. And the proposed Latt achieves higher attention variance and better localization performance than Lbg, demonstrating that the our attention normalization term Latt can better avoid the ambiguity of attention. Surprisingly, with both Lbg and Latt, the localization performance is still lower than that with only Latt, and we think this is because the noise of background classification reduces the accuracy of action proposal scores. Ablation study on Pseudo Ground Truth. Fig. 3 plots performance comparison between different pseudo ground truth methods at different refinement iterations. Both soft and hard pseudo ground truth help improve the localization performance. The hard pseudo ground truth removes uncertainty to the model, and thus achieves higher performance improvement. However, with the same frame-level supervision, the flow stream outperforms the RGB stream by a large margin. We think this is because of the nature of two modalities: the RGB modality is less sensitive to actions than the optical flow modality. To demonstrate this, we generate a true frame-level ground truth actionness sequence (action categories are not used), train our model in the same way as the pseudo ground truth. The results are plotted in Fig. 3 as an upper bound. The results verify our hypothesis and demonstrate that the optical flow modality is more suitable for the action localization task than the RGB modality.","Two-Stream Consensus Network for Weakly-Supervised Temporal Action
  Localization","Weakly-supervised Temporal Action Localization (W-TAL) aims to classify and
localize all action instances in an untrimmed video under only video-level
supervision. However, without frame-level annotations, it is challenging for
W-TAL methods to identify false positive action proposals and generate action
proposals with precise temporal boundaries. In this paper, we present a
Two-Stream Consensus Network (TSCN) to simultaneously address these challenges.
The proposed TSCN features an iterative refinement training method, where a
frame-level pseudo ground truth is iteratively updated, and used to provide
frame-level supervision for improved model training and false positive action
proposal elimination. Furthermore, we propose a new attention normalization
loss to encourage the predicted attention to act like a binary selection, and
promote the precise localization of action instance boundaries. Experiments
conducted on the THUMOS14 and ActivityNet datasets show that the proposed TSCN
outperforms current state-of-the-art methods, and even achieves comparable
results with some recent fully-supervised methods."
scgqa_299,1205.4213v2,What does the research paper's Figure 3 reveal regarding the performance of SVM and Preference Perceptron with noisy feedback?,"The graph shows that the regret for both algorithms converges to a non-zero value as time increases. This is because the feedback is now based on noisy relevance labels, which means that the algorithms are not able to perfectly learn the user's preferences. However, the Preference Perceptron algorithm performs significantly better than the SVM algorithm, with a lower regret value. This is likely due to the fact that the perceptron algorithm is more robust to noise than the SVM algorithm.",1205.4213v2.pdf,"['1205.4213v2.pdf', '1703.01827v3.pdf', '1307.3687v1.pdf', '1706.03112v1.pdf', '1710.09234v1.pdf', '1204.5592v1.pdf']",1205.4213v2-Figure3-1.png,Figure 3. Regret vs time based on noisy feedback.,"Results of this experiment are presented in Figure 3. Since the feedback is now based on noisy relevance labels, the utility regret converges to a non-zero value as predicted by our theoretical results. Over most of the range, the Preference Perceptron performs significantly4 better than the SVM. Moreover, the perceptron experiment took around 30 minutes to run, whereas the SVM experiment took about 20 hours on the same machine. We conjecture that the regret values for both the algorithms can be improved with better features or kernels, but these extensions are orthogonal to the main focus of this paper.",Online Structured Prediction via Coactive Learning,"We propose Coactive Learning as a model of interaction between a learning
system and a human user, where both have the common goal of providing results
of maximum utility to the user. At each step, the system (e.g. search engine)
receives a context (e.g. query) and predicts an object (e.g. ranking). The user
responds by correcting the system if necessary, providing a slightly improved
-- but not necessarily optimal -- object as feedback. We argue that such
feedback can often be inferred from observable user behavior, for example, from
clicks in web-search. Evaluating predictions by their cardinal utility to the
user, we propose efficient learning algorithms that have ${\cal
O}(\frac{1}{\sqrt{T}})$ average regret, even though the learning algorithm
never observes cardinal utility values as in conventional online learning. We
demonstrate the applicability of our model and learning algorithms on a movie
recommendation task, as well as ranking for web-search."
scgqa_300,1908.04655v1,"According to Figure 5 in the paper, what efficiency difference exists in likelihood evaluations between autoPR and standard NS?","The right panel of the graph shows the mean number of likelihood evaluations required by the standard NS approach and the autoPR method to find the estimate θ̂. The autoPR method requires significantly fewer likelihood evaluations than the standard NS approach, indicating that it is more efficient. This is likely due to the fact that the autoPR method uses a more efficient optimization algorithm that is able to converge to the global minimum of the likelihood function more quickly.",1908.04655v1.pdf,"['1908.04655v1.pdf', '1402.7063v1.pdf', '1611.03254v1.pdf', '1504.07495v1.pdf', '1501.07107v1.pdf', '1306.4036v2.pdf', '1603.04812v2.pdf']",1908.04655v1-Figure5-1.png,"Fig. 5 Algorithm performance comparison in the univariate example over 10 realisations of the data for each value of θ∗. The left panel shows Log10(RMSE) of the estimate θ̂, and the right panel shows the mean number of likelihood evaluations, both of which are obtained using the standard NS approach (blue star points) and the autoPR method (red square points).","is given in Figure 5(a), which shows the (logarithm of the) root mean squared error (RMSE) of the estimate θ̂ over 10 realisations of the data for each value of θ∗, for both the standard NS approach and the autoPR method.",Bayesian posterior repartitioning for nested sampling,"Priors in Bayesian analyses often encode informative domain knowledge that
can be useful in making the inference process more efficient. Occasionally,
however, priors may be unrepresentative of the parameter values for a given
dataset, which can result in inefficient parameter space exploration, or even
incorrect inferences, particularly for nested sampling (NS) algorithms. Simply
broadening the prior in such cases may be inappropriate or impossible in some
applications. Hence our previous solution to this problem, known as posterior
repartitioning (PR), redefines the prior and likelihood while keeping their
product fixed, so that the posterior inferences and evidence estimates remain
unchanged, but the efficiency of the NS process is significantly increased. In
its most practical form, PR raises the prior to some power beta, which is
introduced as an auxiliary variable that must be determined on a case-by-case
basis, usually by lowering beta from unity according to some pre-defined
`annealing schedule' until the resulting inferences converge to a consistent
solution. Here we present a very simple yet powerful alternative Bayesian
approach, in which beta is instead treated as a hyperparameter that is inferred
from the data alongside the original parameters of the problem, and then
marginalised over to obtain the final inference. We show through numerical
examples that this Bayesian PR (BPR) method provides a very robust,
self-adapting and computationally efficient `hands-off' solution to the problem
of unrepresentative priors in Bayesian inference using NS. Moreover, unlike the
original PR method, we show that even for representative priors BPR has a
negligible computational overhead relative to standard nesting sampling, which
suggests that it should be used as the default in all NS analyses."
scgqa_301,1512.00843v3,"According to Figure 4B, how does Q8 accuracy relate to the number of layers in the DeepCNF architecture?",The graph in Figure 4B suggests that the Q8 accuracy of the DeepCNF model is not as strongly affected by the number of layers as it is in Figure 4A. This is because the model has a different architecture in which each layer has a different number of neurons. This allows the model to learn different patterns in the data at different layers.,1512.00843v3.pdf,"['1512.00843v3.pdf', '1902.06156v1.pdf', '1803.01118v2.pdf', '1805.01892v1.pdf', '1808.06304v2.pdf', '1502.00588v1.pdf']",1512.00843v3-Figure4-1.png,"Figure 4. The Q8 accuracy on CB513 by the models of different number of layers of 1, 3, 5, and 7 (the same window size is used). (A) Each layer of the 4 models has 100 neurons for a position. The total parameter number of the 4 models is different. (B) Each layer of the models has different neurons for a position. The total parameter number of the 4 models is similar.","segment results in a lower SOV score than a wrong prediction at the terminal regions. A detailed definition of SOV is described in 32 , and also in our Supplemental File. Determining the regularization factor by cross validation. Our DeepCNF has only a hyper-parameter, i.e., the regularization factor, which is used to avoid overfitting. Once it is fixed, we can estimate all the model parameters by solving the optimization problem in Eq. (10). To choose the right regularization factor and examine the stability of our DeepCNF model, we conduct a five-fold cross-validation test. In particular, we randomly divide the training set (containing 5600 CullPDB proteins) into 5 subsets and then use 4 subsets as training and one as validation. Figure 3 shows the Q8 accuracy of our DeepCNF model with respect to the regularization factor. The optimal regularization factor is around 50, which yields 73.2% Q8 accuracy on average. At this point, the Q8 accuracy difference of all the models is less than 1%, consistent with the previous report 33 . Determining the DeepCNF architecture. The architecture of our DeepCNF model is mainly determined by the following 3 factors (see Figure 2): (i) the number of hidden layers; (ii) the number of different neurons at each layer; and (iii) the window size at each layer. We fix the window size to 11 because the average length of an alpha helix is around eleven residues 58 and that of a beta strand is around six 59 . To show the relationship between the performance and the number of hidden layers, we trained four different DeepCNF models with 1, 3, 5, and 7 layers, respectively. All the models use the same window size (i.e., 11) and the same number (i.e., 100) of different neurons at each layer. In total these four models have ~50K, ~270K, ~500K, and ~700K parameters, respectively. We trained the models with different regularization factors. As shown in Figure 4A, when only one hidden layer is used, DeepCNF becomes CNF 50 and its performance is quite similar to RaptorX-SS8 (single model) as shown in Table 1. When more layers are applied, the Q8 accuracy gradually improves. To balance the model complexity and performance, by default we set window size to 11 and use 5 hidden layers, each with 100 different neurons.","Protein secondary structure prediction using deep convolutional neural
  fields","Protein secondary structure (SS) prediction is important for studying protein
structure and function. When only the sequence (profile) information is used as
input feature, currently the best predictors can obtain ~80% Q3 accuracy, which
has not been improved in the past decade. Here we present DeepCNF (Deep
Convolutional Neural Fields) for protein SS prediction. DeepCNF is a Deep
Learning extension of Conditional Neural Fields (CNF), which is an integration
of Conditional Random Fields (CRF) and shallow neural networks. DeepCNF can
model not only complex sequence-structure relationship by a deep hierarchical
architecture, but also interdependency between adjacent SS labels, so it is
much more powerful than CNF. Experimental results show that DeepCNF can obtain
~84% Q3 accuracy, ~85% SOV score, and ~72% Q8 accuracy, respectively, on the
CASP and CAMEO test proteins, greatly outperforming currently popular
predictors. As a general framework, DeepCNF can be used to predict other
protein structure properties such as contact number, disorder regions, and
solvent accessibility."
scgqa_302,1708.05355v1,What are the continuous and piecewise properties of the sigmoid and Geman-McClure functions as described in this research?,"The sigmoid function and the Geman-McClure function are both continuous functions that approximate the conventional discrete setting. However, there are some key differences between the two functions. The sigmoid function is a monotonically increasing function, while the Geman-McClure function is not. This means that the sigmoid function always increases in value as its input increases, while the Geman-McClure function can decrease in value as its input increases. Additionally, the sigmoid function is a smooth function, while the Geman-McClure function is a piecewise linear function. This means that the sigmoid function does not have any sharp corners, while the Geman-McClure function does.",1708.05355v1.pdf,"['1708.05355v1.pdf', '1911.11395v2.pdf', '1810.03742v1.pdf', '2010.12427v3.pdf']",1708.05355v1-Figure6-1.png,Figure 6. (a) Sigmoid function. (b) Geman-McClure function.,"As shown in Figs. 6a and 6b, these continuous functions approximate the conventional discrete setting, but they assess subtle brightness variations more naturally when their input is near zero. In other words, they are still robust, but less brittle than the original Hamming-based definition.","MirrorFlow: Exploiting Symmetries in Joint Optical Flow and Occlusion
  Estimation","Optical flow estimation is one of the most studied problems in computer
vision, yet recent benchmark datasets continue to reveal problem areas of
today's approaches. Occlusions have remained one of the key challenges. In this
paper, we propose a symmetric optical flow method to address the well-known
chicken-and-egg relation between optical flow and occlusions. In contrast to
many state-of-the-art methods that consider occlusions as outliers, possibly
filtered out during post-processing, we highlight the importance of joint
occlusion reasoning in the optimization and show how to utilize occlusion as an
important cue for estimating optical flow. The key feature of our model is to
fully exploit the symmetry properties that characterize optical flow and
occlusions in the two consecutive images. Specifically through utilizing
forward-backward consistency and occlusion-disocclusion symmetry in the energy,
our model jointly estimates optical flow in both forward and backward
direction, as well as consistent occlusion maps in both views. We demonstrate
significant performance benefits on standard benchmarks, especially from the
occlusion-disocclusion symmetry. On the challenging KITTI dataset we report the
most accurate two-frame results to date."
scgqa_303,2006.11769v1,How many experiments did the authors conclude were necessary for the effective training of encoders in this research?,"The graph suggests that just one experiment is needed for the training of the encoders. This is because the encoders are able to learn the underlying dynamics of the environment after just a few epochs of training. This is a significant improvement over previous methods, which required many more experiments to train the encoders.",2006.11769v1.pdf,"['2006.11769v1.pdf', '1806.05387v1.pdf', '1505.02851v1.pdf', '1911.04231v2.pdf']",2006.11769v1-Figure3-1.png,Figure 3: Reconstruction error on the validation set over epochs of training for the encoder E1 (left) and the encoder E2 (right).,"Figure 3 shows the reconstruction error obtained by the encoders of the sensors on the validation set among epochs. It can be seen that around the fourth epoch for Ex, and sixth epoch for Ey, the reconstruction error converges to zero. At this point we consider that the encoders have learned to successfully represent any observation of the environment, and therefore, just one experiment was carried out for its training.",Emergent cooperation through mutual information maximization,"With artificial intelligence systems becoming ubiquitous in our society, its
designers will soon have to start to consider its social dimension, as many of
these systems will have to interact among them to work efficiently. With this
in mind, we propose a decentralized deep reinforcement learning algorithm for
the design of cooperative multi-agent systems. The algorithm is based on the
hypothesis that highly correlated actions are a feature of cooperative systems,
and hence, we propose the insertion of an auxiliary objective of maximization
of the mutual information between the actions of agents in the learning
problem. Our system is applied to a social dilemma, a problem whose optimal
solution requires that agents cooperate to maximize a macroscopic performance
function despite the divergent individual objectives of each agent. By
comparing the performance of the proposed system to a system without the
auxiliary objective, we conclude that the maximization of mutual information
among agents promotes the emergence of cooperation in social dilemmas."
scgqa_304,1912.08775v1,"Referring to findings in the MRI paper, does dropout enhance cumulative aggregate saliency in the integration networks?",The graph shows that the cumulative aggregate saliency is higher for the input-level integration networks trained with dropout. This suggests that dropout is helping to prevent the neural network from overfitting to the training data.,1912.08775v1.pdf,"['1912.08775v1.pdf', '1804.06674v1.pdf', '1612.07141v3.pdf', '1912.03417v1.pdf', '1804.06161v2.pdf', '1709.03329v1.pdf', '1304.7375v1.pdf']",1912.08775v1-Figure5-1.png,Fig. 5: Cumulative Aggregate Saliencies for Network Trained without Dropout.,"Below, we investigate the cumulative aggregate saliency (Equation 5b) for our input-level integration networks trained with and without dropout. In Figures 5 and 6, we look at a single input-level integration network (corresponding to the input-level integration networks shown in Tables 1-6). On the left, we see the cumulative aggregate saliencies separated by input pulse sequences. On the right, we see the cumulative aggregate saliencies separated by z-slice position.","MRI Pulse Sequence Integration for Deep-Learning Based Brain Metastasis
  Segmentation","Magnetic resonance (MR) imaging is an essential diagnostic tool in clinical
medicine. Recently, a variety of deep learning methods have been applied to
segmentation tasks in medical images, with promising results for computer-aided
diagnosis. For MR images, effectively integrating different pulse sequences is
important to optimize performance. However, the best way to integrate different
pulse sequences remains unclear. In this study, we evaluate multiple
architectural features and characterize their effects in the task of metastasis
segmentation. Specifically, we consider (1) different pulse sequence
integration schemas, (2) different modes of weight sharing for parallel network
branches, and (3) a new approach for enabling robustness to missing pulse
sequences. We find that levels of integration and modes of weight sharing that
favor low variance work best in our regime of small data (n = 100). By adding
an input-level dropout layer, we could preserve the overall performance of
these networks while allowing for inference on inputs with missing pulse
sequence. We illustrate not only the generalizability of the network but also
the utility of this robustness when applying the trained model to data from a
different center, which does not use the same pulse sequences. Finally, we
apply network visualization methods to better understand which input features
are most important for network performance. Together, these results provide a
framework for building networks with enhanced robustness to missing data while
maintaining comparable performance in medical imaging applications."
scgqa_305,1805.00184v1,What does the data in Figure 1 reveal about linear factorization's ability to approximate the identity matrix?,"The graph shows that linear factorization is unable to approximate matrices with low-rank, even if they have a constant generalized round-rank. This is because the singular values of a matrix are not necessarily indicative of its round-rank. For example, the identity matrix has singular values of 1, but its round-rank is 2. This means that even though the identity matrix can be approximated by a linear factorization of rank 1, it cannot be approximated by a linear factorization of rank 2.",1805.00184v1.pdf,"['1805.00184v1.pdf', '2007.11391v1.pdf', '1703.01827v3.pdf']",1805.00184v1-Figure1-1.png,"Figure 1: Comparison of the optimal linear factorization approximation as the rank k is varied for a number of matrices (of size n× n), demonstrating that linear factorization is unable to approximate these matrices with low-rank. All of these matrices have a constant generalized round-rank (≤ 2).","Let us consider Y, the identity binary matrix of size n, for which the singular values of Y are all 1s. By using Theorem 3.2, any linear factorization Y′ of rank k will have ||Y −Y′||2F ≥ (n− k). As a result, the identity matrix cannot be approximated by any rank-k linear factorization for < n− k. On the other hand, such a matrix can be reconstructed exactly with a rank 2 factorization if using the round-link function, since round-rank(Y) = 2. In Figure 1, we illustrate a number of other such matrices, i.e. they can be exactly represented by a factorization with GRR of 2, but cannot be approximated by any compact linear factorization.",Compact Factorization of Matrices Using Generalized Round-Rank,"Matrix factorization is a well-studied task in machine learning for compactly
representing large, noisy data. In our approach, instead of using the
traditional concept of matrix rank, we define a new notion of link-rank based
on a non-linear link function used within factorization. In particular, by
applying the round function on a factorization to obtain ordinal-valued
matrices, we introduce generalized round-rank (GRR). We show that not only are
there many full-rank matrices that are low GRR, but further, that these
matrices cannot be approximated well by low-rank linear factorization. We
provide uniqueness conditions of this formulation and provide gradient
descent-based algorithms. Finally, we present experiments on real-world
datasets to demonstrate that the GRR-based factorization is significantly more
accurate than linear factorization, while converging faster and using lower
rank representations."
scgqa_306,2003.09700v4,"Based on Figure 6 in the XTDrone paper, which algorithm shows superior performance during yaw maneuvers?","The graph shows that ORB-SLAM2 performs better than VINS-Fusion without IMU in terms of trajectory accuracy. This is evident from the fact that the ORB-SLAM2 trajectory is closer to the ground truth than the VINS-Fusion without IMU trajectory. This is likely due to the fact that ORB-SLAM2 uses a more sophisticated algorithm to estimate the camera pose, which is better able to handle the large-scale yaw maneuverings that are present in the dataset.",2003.09700v4.pdf,"['2003.09700v4.pdf', '1608.08469v1.pdf', '1107.4161v1.pdf', '1309.3959v1.pdf', '1805.06370v2.pdf', '1910.10700v1.pdf']",2003.09700v4-Figure6-1.png,Figure 6. Trajectories compared with the ground truth,"Fig. 6 shows the trajectories generated by ORB-SLAM2 and VINS-Fusion without IMU, compared with the true flight trajectory. There are four large-scale yaw maneuverings, which is a great challenge to SLAM algorithms. Fig. 7 shows that the relative pose error (RPE) with regard to rotation angle. It can be seen that great errors happen when yaw maneuvering, and ORB-SLAM2 behaves better than VINS-Fusion without IMU.",XTDrone: A Customizable Multi-Rotor UAVs Simulation Platform,"A customizable multi-rotor UAVs simulation platform based on ROS, Gazebo and
PX4 is presented. The platform, which is called XTDrone, integrates dynamic
models, sensor models, control algorithm, state estimation algorithm, and 3D
scenes. The platform supports multi UAVs and other robots. The platform is
modular and each module can be modified, which means that users can test its
own algorithm, such as SLAM, object detection, motion planning, attitude
control, multi-UAV cooperation, and cooperation with other robots on the
platform. The platform runs in lockstep, so the simulation speed can be
adjusted according to the computer performance. In this paper, two cases,
evaluating different visual SLAM algorithm and realizing UAV formation, are
shown to demonstrate how the platform works."
