q_id,doc_id,question,answer,doc_path,documents,rationale,reference_figure,paper_title,paper_abstract,caption
spiqa_426,1701.03077v10,"In the research paper titled ""A General and Adaptive Robust Loss Function,"" which specific image representations, as shown in the figure where the loss function adapts between Cauchy-like and normal-like behavior, result in the sharpest and highest-quality samples?",DCT and wavelet representations.,1701.03077v10.pdf,"['1701.03077v10.pdf', '1811.07073v3.pdf', '1705.02798v6.pdf', '1809.03149v2.pdf', '1809.01246v1.pdf', '1705.09296v2.pdf', '1707.01917v2.pdf', '1706.00827v2.pdf']","The figure shows that the samples generated using our distribution are sharper and of higher quality when using DCT or wavelet representations than when using other representations. This is because our distribution can adaptively interpolate between Cauchy-like or normal-like behavior for each coefficient individually, which results in a better capture of low-frequency image content.",1701.03077v10-Figure3-1.png,A General and Adaptive Robust Loss Function,"We present a generalization of the Cauchy/Lorentzian, Geman-McClure,
Welsch/Leclerc, generalized Charbonnier, Charbonnier/pseudo-Huber/L1-L2, and L2
loss functions. By introducing robustness as a continuous parameter, our loss
function allows algorithms built around robust loss minimization to be
generalized, which improves performance on basic vision tasks such as
registration and clustering. Interpreting our loss as the negative log of a
univariate density yields a general probability distribution that includes
normal and Cauchy distributions as special cases. This probabilistic
interpretation enables the training of neural networks in which the robustness
of the loss automatically adapts itself during training, which improves
performance on learning-based tasks such as generative image synthesis and
unsupervised monocular depth estimation, without requiring any manual parameter
tuning.","Random samples from our variational autoencoders. We use either normal, Cauchy, Student’s t, or our general distributions (columns) to model the coefficients of three different image representations (rows). Because our distribution can adaptively interpolate between Cauchy-like or normal-like behavior for each coefficient individually, using it results in sharper and higher-quality samples (particularly when using DCT or wavelet representations) and does a better job of capturing low-frequency image content than Student’s t-distribution."
spiqa_427,1707.08608v3,"Based on the evaluation in Table 4 of the paper ""Gradient-based Inference for Networks with Output Constraints,"" which inference method, specifically in terms of beam search width, consistently achieves the highest F1 score on the failure set across the architectures Net3, Net4, and Net5?",Beam search with a width of 9 consistently leads to the highest F1 score on the failure set across all three networks.,1707.08608v3.pdf,"['1707.08608v3.pdf', '1809.04276v2.pdf', '1703.04887v4.pdf', '1707.06320v2.pdf', '1707.00524v2.pdf', '1705.07384v2.pdf', '1612.02803v5.pdf']","The table shows the F1 scores on the failure set for different inference methods and network architectures. By comparing the F1 scores within each network, we can see that Beam 9 consistently achieves the highest score, indicating better performance in identifying and correcting failures compared to other methods like Greedy or Beam search with smaller widths.",1707.08608v3-Table4-1.png,Gradient-based Inference for Networks with Output Constraints,"Practitioners apply neural networks to increasingly complex problems in
natural language processing, such as syntactic parsing and semantic role
labeling that have rich output structures. Many such structured-prediction
problems require deterministic constraints on the output values; for example,
in sequence-to-sequence syntactic parsing, we require that the sequential
outputs encode valid trees. While hidden units might capture such properties,
the network is not always able to learn such constraints from the training data
alone, and practitioners must then resort to post-processing. In this paper, we
present an inference method for neural networks that enforces deterministic
constraints on outputs without performing rule-based post-processing or
expensive discrete search. Instead, in the spirit of gradient-based training,
we enforce constraints with gradient-based inference (GBI): for each input at
test-time, we nudge continuous model weights until the network's unconstrained
inference procedure generates an output that satisfies the constraints. We
study the efficacy of GBI on three tasks with hard constraints: semantic role
labeling, syntactic parsing, and sequence transduction. In each case, the
algorithm not only satisfies constraints but improves accuracy, even when the
underlying network is state-of-the-art.","Table 4: Evaluation of GBI on simpler, low-resource seq2seq networks. Here, we also evaluate whether GBI can be used in combination with different inference techniques: greedy and beam search of various widths."
spiqa_428,1804.04786v3,"In the figure presenting the ablation study on loss functions, which combination of \(L_{rec}\), \(L_I\), and \(L_V\) results in the most realistic and accurate lip movements that are closely synchronized with the audio input, excluding the effects of \(L_l\)?","The combination of Lrec, LI, and LV is most important for generating realistic mouth movements.",1804.04786v3.pdf,"['1804.04786v3.pdf', '1805.06447v3.pdf', '1805.02349v2.pdf', '1704.05426v4.pdf']","The figure shows that when Lrec, LI, and LV are used together, the generated mouth movements are more realistic and match the audio input more closely. When Ll is added to the loss function combination, the generated mouth movements become less realistic and more exaggerated.",1804.04786v3-Figure4-1.png,Talking Face Generation by Conditional Recurrent Adversarial Network,"Given an arbitrary face image and an arbitrary speech clip, the proposed work
attempts to generating the talking face video with accurate lip synchronization
while maintaining smooth transition of both lip and facial movement over the
entire video clip. Existing works either do not consider temporal dependency on
face images across different video frames thus easily yielding
noticeable/abrupt facial and lip movement or are only limited to the generation
of talking face video for a specific person thus lacking generalization
capacity. We propose a novel conditional video generation network where the
audio input is treated as a condition for the recurrent adversarial network
such that temporal dependency is incorporated to realize smooth transition for
the lip and facial movement. In addition, we deploy a multi-task adversarial
training scheme in the context of video generation to improve both
photo-realism and the accuracy for lip synchronization. Finally, based on the
phoneme distribution information extracted from the audio clip, we develop a
sample selection method that effectively reduces the size of the training
dataset without sacrificing the quality of the generated video. Extensive
experiments on both controlled and uncontrolled datasets demonstrate the
superiority of the proposed approach in terms of visual quality, lip sync
accuracy, and smooth transition of lip and facial movement, as compared to the
state-of-the-art.","Ablation study on the loss functions used in the proposed method. The rows show the continuous frames generated from the same audio input but different loss combinations as denoted on the left. The subscripts r, I , V , and l indicates Lrec, LI , LV , and Ll in Eq. 5, respectively."
spiqa_429,1803.06506v3,"According to the figure analyzing different surrogate losses in the paper *Learning Unsupervised Visual Grounding Through Semantic Self-Supervision*, which loss type has the highest performance when the concept batch size reaches 5,000?",Independent and common concept,1803.06506v3.pdf,"['1803.06506v3.pdf', '1611.04363v2.pdf', '1811.02553v4.pdf', '1705.07164v8.pdf', '1804.05936v2.pdf', '1611.02654v2.pdf', '1804.07849v4.pdf', '1706.03847v3.pdf', '1704.05958v2.pdf', '1812.10735v2.pdf', '1707.00189v3.pdf', '1707.08608v3.pdf', '1611.04684v1.pdf', '1703.00899v2.pdf']",The table shows that the independent and common concept loss type has the highest value (29.89) when the concept batch size is 5k.,1803.06506v3-Table3-1.png,Learning Unsupervised Visual Grounding Through Semantic Self-Supervision,"Localizing natural language phrases in images is a challenging problem that
requires joint understanding of both the textual and visual modalities. In the
unsupervised setting, lack of supervisory signals exacerbate this difficulty.
In this paper, we propose a novel framework for unsupervised visual grounding
which uses concept learning as a proxy task to obtain self-supervision. The
simple intuition behind this idea is to encourage the model to localize to
regions which can explain some semantic property in the data, in our case, the
property being the presence of a concept in a set of images. We present
thorough quantitative and qualitative experiments to demonstrate the efficacy
of our approach and show a 5.6% improvement over the current state of the art
on Visual Genome dataset, a 5.8% improvement on the ReferItGame dataset and
comparable to state-of-art performance on the Flickr30k dataset.",Analysis of different surrogate losses while varying the concept batch size.
spiqa_430,1811.10673v1,"In Figure 1 of the paper ""Adversarial Video Compression Guided by Soft Edge Detection,"" which lossless compression scheme demonstrates the highest compression efficiency, achieving the lowest bits per pixel (BPP) for compressing the bi-level image?",The proposed scheme achieved the highest compression gain.,1811.10673v1.pdf,"['1811.10673v1.pdf', '1809.00458v1.pdf', '1707.01917v2.pdf', '1707.08608v3.pdf', '1710.05654v2.pdf', '1702.03584v3.pdf', '1703.00899v2.pdf', '1705.09882v2.pdf', '1709.02418v2.pdf', '1803.05776v2.pdf']","Figure 1 shows the BPP (bits per pixel) for different lossless compression schemes applied to a bi-level image. The proposed scheme has the lowest BPP, indicating the highest compression gain.",1811.10673v1-Figure5-1.png,Adversarial Video Compression Guided by Soft Edge Detection,"We propose a video compression framework using conditional Generative
Adversarial Networks (GANs). We rely on two encoders: one that deploys a
standard video codec and another which generates low-level maps via a pipeline
of down-sampling, a newly devised soft edge detector, and a novel lossless
compression scheme. For decoding, we use a standard video decoder as well as a
neural network based one, which is trained using a conditional GAN. Recent
""deep"" approaches to video compression require multiple videos to pre-train
generative networks to conduct interpolation. In contrast to this prior work,
our scheme trains a generative decoder on pairs of a very limited number of key
frames taken from a single video and corresponding low-level maps. The trained
decoder produces reconstructed frames relying on a guidance of low-level maps,
without any interpolation. Experiments on a diverse set of 131 videos
demonstrate that our proposed GAN-based compression engine achieves much higher
quality reconstructions at very low bitrates than prevailing standard codecs
such as H.264 or HEVC.",Figure 5: Efficiency in bits per pixel (BPP) achieved by different lossless compression schemes on a bi-level image.
spiqa_431,1812.00108v4,"In the figure comparing the F1 scores across different methods when evaluating the Lobby dataset with models trained on the Multi-Ego dataset, which supervised method achieved the highest score?",Ours-supervised achieved the highest F1 score on the Lobby dataset with a score of 93.4.,1812.00108v4.pdf,"['1812.00108v4.pdf', '1803.02750v3.pdf', '1809.00458v1.pdf', '1708.01425v4.pdf', '1703.04887v4.pdf']","The table shows the F1 scores for different methods on three datasets: Office, Campus, and Lobby. The highest F1 score for the Lobby dataset is 93.4, which is achieved by the Ours-supervised method.",1812.00108v4-Table2-1.png,Multi-Stream Dynamic Video Summarization,"With vast amounts of video content being uploaded to the Internet every
minute, video summarization becomes critical for efficient browsing, searching,
and indexing of visual content. Nonetheless, the spread of social and
egocentric cameras creates an abundance of sparse scenarios captured by several
devices, and ultimately required to be jointly summarized. In this paper, we
discuss the problem of summarizing videos recorded independently by several
dynamic cameras that intermittently share the field of view. We present a
robust framework that (a) identifies a diverse set of important events among
moving cameras that often are not capturing the same scene, and (b) selects the
most representative view(s) at each event to be included in a universal
summary. Due to the lack of an applicable alternative, we collected a new
multi-view egocentric dataset, Multi-Ego. Our dataset is recorded
simultaneously by three cameras, covering a wide variety of real-life
scenarios. The footage is annotated by multiple individuals under various
summarization configurations, with a consensus analysis ensuring a reliable
ground truth. We conduct extensive experiments on the compiled dataset in
addition to three other standard benchmarks that show the robustness and the
advantage of our approach in both supervised and unsupervised settings.
Additionally, we show that our approach learns collectively from data of varied
number-of-views and orthogonal to other summarization methods, deeming it
scalable and generic.",Fixed-cameras multi-view f1-scores. We train our supervised model on Multi-Ego and test it on three datasets.
spiqa_432,1705.07164v8,"Based on Table 2 of the ""Relaxed Wasserstein with Applications to GANs"" paper, which method—RWGAN, WGAN, or WGAN(g)—achieved the highest Inception Score (IS) at the end of training for both CIFAR10 and ImageNet datasets, and how does this compare to the initial IS of the same method at the start of training?","For CIFAR10, WGAN achieved the highest IS at the end of training (2.42). However, RWGAN had a higher initial IS score (1.86) compared to WGAN's 1.63. 

For ImageNet, WGAN again achieved the highest final IS (2.80), while RWGAN had a slightly higher initial IS (2.04 vs. 2.00). ",1705.07164v8.pdf,"['1705.07164v8.pdf', '1805.00912v4.pdf', '1708.02153v2.pdf', '1705.02946v3.pdf', '1611.02654v2.pdf', '1803.04383v2.pdf', '1805.06447v3.pdf', '1703.02507v3.pdf', '1702.08694v3.pdf', '1804.07931v2.pdf', '1811.07073v3.pdf', '1703.10730v2.pdf']","The table presents the IS scores for different methods at both the beginning and end of the training process. By comparing the values in the ""end"" columns for both datasets, we can identify which method ultimately achieved the highest score. Additionally, comparing the values in the ""begin"" columns reveals which method started with the highest score.",1705.07164v8-Table2-1.png,Relaxed Wasserstein with Applications to GANs,"Wasserstein Generative Adversarial Networks (WGANs) provide a versatile class
of models, which have attracted great attention in various applications.
However, this framework has two main drawbacks: (i) Wasserstein-1 (or
Earth-Mover) distance is restrictive such that WGANs cannot always fit data
geometry well; (ii) It is difficult to achieve fast training of WGANs. In this
paper, we propose a new class of \textit{Relaxed Wasserstein} (RW) distances by
generalizing Wasserstein-1 distance with Bregman cost functions. We show that
RW distances achieve nice statistical properties while not sacrificing the
computational tractability. Combined with the GANs framework, we develop
Relaxed WGANs (RWGANs) which are not only statistically flexible but can be
approximated efficiently using heuristic approaches. Experiments on real images
demonstrate that the RWGAN with Kullback-Leibler (KL) cost function outperforms
other competing approaches, e.g., WGANs, even with gradient penalty.","Table 2: Inception scores (IS) obtained by running RWGAN, WGAN and WGAN(g). For cifar10, “begin"" and “end"" refer to IS averaged over first 5 and last 10 epochs. For imagenet, “begin"" and “end"" refer to IS averaged over first 3 and last 5 epochs."
spiqa_433,1804.07849v4,"According to Table 1 in the ""Mutual Information Maximization for Simple and Accurate Part-Of-Speech Induction"" paper, which method achieved the highest many-to-one accuracy on the 45-tag Penn WSJ dataset after 10 random restarts, and how does this accuracy compare to the method proposed by Berg-Kirkpatrick et al. (2010) and other approaches in terms of both accuracy and standard deviation?","The Variational $\wh{J}^{\mathrm{var}}$ method achieved the highest accuracy of 78.1% on the 45-tag Penn WSJ dataset. This is significantly higher than all other methods listed in the table, with the next best performing method (Berg-Kirkpatrick et al., 2010) achieving an accuracy of 74.9%.",1804.07849v4.pdf,"['1804.07849v4.pdf', '1702.03584v3.pdf', '1709.02418v2.pdf', '1805.02349v2.pdf', '1703.00899v2.pdf', '1704.08615v2.pdf', '1706.03847v3.pdf', '1803.03467v4.pdf', '1804.07707v2.pdf', '1707.00524v2.pdf', '1708.01425v4.pdf', '1705.07164v8.pdf']","Table 1 shows the accuracy of different methods on the 45-tag Penn WSJ dataset. The caption clarifies that the table presents the average accuracy over 10 random restarts with the best hyperparameter configurations for each method. The standard deviation is also provided, allowing for an assessment of the methods' performance stability. By comparing the accuracy values in the table, we can determine that Variational $\wh{J}^{\mathrm{var}}$  outperforms all other methods, achieving the highest average accuracy with a relatively low standard deviation.",1804.07849v4-Table1-1.png,Mutual Information Maximization for Simple and Accurate Part-Of-Speech Induction,"We address part-of-speech (POS) induction by maximizing the mutual
information between the induced label and its context. We focus on two training
objectives that are amenable to stochastic gradient descent (SGD): a novel
generalization of the classical Brown clustering objective and a recently
proposed variational lower bound. While both objectives are subject to noise in
gradient updates, we show through analysis and experiments that the variational
lower bound is robust whereas the generalized Brown objective is vulnerable. We
obtain competitive performance on a multitude of datasets and languages with a
simple architecture that encodes morphology and context.",Table 1: Many-to-one accuracy on the 45-tag Penn WSJ with the best hyperparameter configurations. The average accuracy over 10 random restarts is reported and the standard deviation is given in parentheses (except for deterministic methods).
spiqa_434,1804.07849v4,"Based on the figure titled ""Many-to-one accuracy on the 12-tag universal treebank dataset,"" which method achieves the highest reported accuracy of 77.4% for the Italian language data?",Variational J^var (7),1804.07849v4.pdf,"['1804.07849v4.pdf', '1708.06832v3.pdf', '1804.05995v2.pdf', '1611.03780v2.pdf', '1705.09296v2.pdf', '1809.02731v3.pdf', '1804.07931v2.pdf', '1704.07121v2.pdf', '1710.05654v2.pdf', '1805.06431v4.pdf', '1611.04363v2.pdf', '1603.00286v5.pdf', '1805.06447v3.pdf', '1811.09393v4.pdf']","The table shows the accuracy of different methods on different language data sets. The highest accuracy for the Italian data set is 77.4, which is achieved by the Variational J^var (7) method.",1804.07849v4-Table3-1.png,Mutual Information Maximization for Simple and Accurate Part-Of-Speech Induction,"We address part-of-speech (POS) induction by maximizing the mutual
information between the induced label and its context. We focus on two training
objectives that are amenable to stochastic gradient descent (SGD): a novel
generalization of the classical Brown clustering objective and a recently
proposed variational lower bound. While both objectives are subject to noise in
gradient updates, we show through analysis and experiments that the variational
lower bound is robust whereas the generalized Brown objective is vulnerable. We
obtain competitive performance on a multitude of datasets and languages with a
simple architecture that encodes morphology and context.",Many-to-one accuracy on the 12-tag universal treebank dataset. We use the same setting in Table 1. All models use a fixed hyperparameter configuration optimized on the 45-tag Penn WSJ.
spiqa_435,1804.07849v4,"Referring to Table 4 in the paper, which part-of-speech induction method reported the highest mean V-measure (VM) score across multiple languages, and by how many points did it outperform the Baum-Welch method?","The Variational $\wh{J}^{\mathrm{var}}$ method achieved the highest average VM score (50.4). Its average score is 39.6 points higher than the Baum-Welch method, which achieved an average VM score of 10.8.",1804.07849v4.pdf,"['1804.07849v4.pdf', '1809.03149v2.pdf', '1901.00398v2.pdf', '1811.07073v3.pdf', '1804.07707v2.pdf', '1811.06635v1.pdf', '1611.03780v2.pdf']","The table shows the VM scores for different methods across various languages. By looking at the ""Mean"" column for the VM section, we can identify that Variational $\wh{J}^{\mathrm{var}}$ has the highest average score. The difference between the average scores of Variational $\wh{J}^{\mathrm{var}}$ and Baum-Welch can be calculated by simple subtraction (50.4 - 10.8 = 39.6).",1804.07849v4-Table4-1.png,Mutual Information Maximization for Simple and Accurate Part-Of-Speech Induction,"We address part-of-speech (POS) induction by maximizing the mutual
information between the induced label and its context. We focus on two training
objectives that are amenable to stochastic gradient descent (SGD): a novel
generalization of the classical Brown clustering objective and a recently
proposed variational lower bound. While both objectives are subject to noise in
gradient updates, we show through analysis and experiments that the variational
lower bound is robust whereas the generalized Brown objective is vulnerable. We
obtain competitive performance on a multitude of datasets and languages with a
simple architecture that encodes morphology and context.",Table 4: Comparison with the reported results with CRF autoencoders in many-to-one accuracy (M2O) and the V-measure (VM).
spiqa_436,1809.01989v2,"Referring to Table 1, which method is reported to have the smallest sum of absolute percentage errors, and how does the comparison of positive versus negative errors highlight whether this method achieved the best overall market outperformance?","The Ridge method achieved the lowest sum of absolute percentage errors (136.84), indicating the highest tracking accuracy in terms of minimizing absolute deviations from the index. However, this doesn't necessarily translate to the best overall performance.",1809.01989v2.pdf,"['1809.01989v2.pdf', '1708.01425v4.pdf', '1704.07121v2.pdf', '1706.04269v2.pdf', '1811.10673v1.pdf', '1703.07015v3.pdf', '1809.03550v3.pdf', '1811.06635v1.pdf', '1707.06320v2.pdf', '1804.04410v2.pdf', '1705.08016v3.pdf']","While the sum/mean of absolute percentage errors in Table 2 reflects the tracking accuracy, the passage emphasizes the importance of considering the **sign** of the error. Positive errors, representing better returns than the market, are more desirable than negative errors. Although Ridge has the lowest overall error, the Cluster approach has a much higher proportion of positive errors (237.17) compared to its negative errors (21.42). This suggests that the Cluster approach, despite having a slightly higher total error than Ridge, might actually be achieving better overall performance due to its tendency to outperform the market.",1809.01989v2-Table1-1.png,Diversity and Sparsity: A New Perspective on Index Tracking,"We address the problem of partial index tracking, replicating a benchmark
index using a small number of assets. Accurate tracking with a sparse portfolio
is extensively studied as a classic finance problem. However in practice, a
tracking portfolio must also be diverse in order to minimise risk -- a
requirement which has only been dealt with by ad-hoc methods before. We
introduce the first index tracking method that explicitly optimises both
diversity and sparsity in a single joint framework. Diversity is realised by a
regulariser based on pairwise similarity of assets, and we demonstrate that
learning similarity from data can outperform some existing heuristics. Finally,
we show that the way we model diversity leads to an easy solution for sparsity,
allowing both constraints to be optimised easily and efficiently. we run
out-of-sample backtesting for a long interval of 15 years (2003 -- 2018), and
the results demonstrate the superiority of the proposed algorithm.",Table 1. Absolute percentage errors for different methods
spiqa_437,1805.06447v3,"Based on the figure presenting testing errors for the miniImageNet dataset in the ""Resisting Large Data Variations via Introspective Transformation Network"" paper, which method using ResNet-32 with data augmentation and introspective transformations achieved the lowest error rate?",ITTN (ResNet-32) (w/ DA) achieved the lowest testing error on the miniImageNet dataset with an error rate of 29.65%.,1805.06447v3.pdf,"['1805.06447v3.pdf', '1802.07222v1.pdf', '1710.05654v2.pdf', '1709.08294v3.pdf', '1906.06589v3.pdf', '1706.03847v3.pdf', '1709.02418v2.pdf', '1611.02654v2.pdf']",The table shows the testing errors of different methods on the miniImageNet dataset. The method with the lowest error rate is ITTN (ResNet-32) (w/ DA).,1805.06447v3-Table6-1.png,Resisting Large Data Variations via Introspective Transformation Network,"Training deep networks that generalize to a wide range of variations in test
data is essential to building accurate and robust image classifiers. One
standard strategy is to apply data augmentation to synthetically enlarge the
training set. However, data augmentation is essentially a brute-force method
which generates uniform samples from some pre-defined set of transformations.
In this paper, we propose a principled approach to train networks with
significantly improved resistance to large variations between training and
testing data. This is achieved by embedding a learnable transformation module
into the introspective network, which is a convolutional neural network (CNN)
classifier empowered with generative capabilities. Our approach alternates
between synthesizing pseudo-negative samples and transformed positive examples
based on the current model, and optimizing model predictions on these
synthesized samples. Experimental results verify that our approach
significantly improves the ability of deep networks to resist large variations
between training and testing data and achieves classification accuracy
improvements on several benchmark datasets, including MNIST, affNIST, SVHN,
CIFAR-10 and miniImageNet.",Testing errors on the miniImageNet dataset.
spiqa_438,1706.00827v2,"Referring to Table 1, which method consistently achieved zero false positives and the lowest false negatives across all test cases for simultaneous line and circle fitting, showcasing superior accuracy over the other methods?",Multi-X achieved the most accurate results for simultaneous line and circle fitting.,1706.00827v2.pdf,"['1706.00827v2.pdf', '1611.02654v2.pdf', '1809.03149v2.pdf', '1705.08016v3.pdf', '1906.10843v1.pdf', '1809.01246v1.pdf']","Table 1 shows the number of false positive (FP) and false negative (FN) instances for each method. Ideally, we want both FP and FN to be as low as possible, indicating fewer falsely detected and missed features. As shown in the table, Multi-X is the only method that achieved **zero** false positives across all test cases (columns 1, 2, and 3). Additionally, it had the lowest number of false negatives in two out of three cases and tied for the lowest in the remaining case. This demonstrates that Multi-X consistently produced the most accurate results compared to the other methods.",1706.00827v2-Table1-1.png,Multi-Class Model Fitting by Energy Minimization and Mode-Seeking,"We propose a general formulation, called Multi-X, for multi-class
multi-instance model fitting - the problem of interpreting the input data as a
mixture of noisy observations originating from multiple instances of multiple
classes. We extend the commonly used alpha-expansion-based technique with a new
move in the label space. The move replaces a set of labels with the
corresponding density mode in the model parameter domain, thus achieving fast
and robust optimization. Key optimization parameters like the bandwidth of the
mode seeking are set automatically within the algorithm. Considering that a
group of outliers may form spatially coherent structures in the data, we
propose a cross-validation-based technique removing statistically insignificant
instances. Multi-X outperforms significantly the state-of-the-art on publicly
available datasets for diverse problems: multiple plane and rigid motion
detection; motion segmentation; simultaneous plane and cylinder fitting; circle
and line fitting.",Table 1: The number of false positive (FP) and false negative (FN) instances for simultaneous line and circle fitting.
spiqa_439,1706.08146v3,"Referring to Figure 3 of the paper on gene expression data with varying compression ratios n/d, which method—Factorize-Recover (FR) or Recover-Factorize (RF)—achieves a lower normalized reconstruction error when the compression factor exceeds 3?",Factorize-Recover,1706.08146v3.pdf,"['1706.08146v3.pdf', '1804.00863v3.pdf', '1706.04284v3.pdf', '1805.04609v3.pdf', '1812.10735v2.pdf']",The figure shows that the blue line (Factorize-Recover) is below the orange line (Recover-Factorize) when the compression factor is greater than 3.,1706.08146v3-Figure3-1.png,Compressed Factorization: Fast and Accurate Low-Rank Factorization of Compressively-Sensed Data,"What learning algorithms can be run directly on compressively-sensed data? In
this work, we consider the question of accurately and efficiently computing
low-rank matrix or tensor factorizations given data compressed via random
projections. We examine the approach of first performing factorization in the
compressed domain, and then reconstructing the original high-dimensional
factors from the recovered (compressed) factors. In both the matrix and tensor
settings, we establish conditions under which this natural approach will
provably recover the original factors. While it is well-known that random
projections preserve a number of geometric properties of a dataset, our work
can be viewed as showing that they can also preserve certain solutions of
non-convex, NP-Hard problems like non-negative matrix factorization. We support
these theoretical results with experiments on synthetic data and demonstrate
the practical applicability of compressed factorization on real-world gene
expression and EEG time series datasets.","Figure 3: Normalized reconstruction errors ‖Ŵ Ĥ −M‖F /‖M‖F for NMF on gene expression data with varying compression factors n/d. FR (blue, solid) is Factorize-Recover, RF (orange, dotted) is RecoverFactorize. The horizontal dashed line is the error when M is decomposed in the original space. Perhaps surprisingly, when n/d > 3, we observe a reduction in reconstruction error when compressed data is first factorized. See the text for further discussion."
spiqa_440,1811.09393v4,"Based on the figure that reports the averaged PSNR on 500 up-scaled frames from the Vid4 dataset (with the resolution increasing from 320x134 to 1280x536), which method achieves the highest pixel-wise accuracy?",DUF,1811.09393v4.pdf,"['1811.09393v4.pdf', '1809.01246v1.pdf', '1811.08481v2.pdf', '1710.05654v2.pdf', '1804.05936v2.pdf', '1805.06431v4.pdf', '1709.08294v3.pdf', '1809.02731v3.pdf', '1704.00774v3.pdf', '1804.04786v3.pdf', '1805.02349v2.pdf', '1704.07121v2.pdf', '1605.07496v3.pdf']",The table shows that DUF has the highest PSNR value of 27.38.,1811.09393v4-Table2-1.png,Learning Temporal Coherence via Self-Supervision for GAN-based Video Generation,"Our work explores temporal self-supervision for GAN-based video generation
tasks. While adversarial training successfully yields generative models for a
variety of areas, temporal relationships in the generated data are much less
explored. Natural temporal changes are crucial for sequential generation tasks,
e.g. video super-resolution and unpaired video translation. For the former,
state-of-the-art methods often favor simpler norm losses such as $L^2$ over
adversarial training. However, their averaging nature easily leads to
temporally smooth results with an undesirable lack of spatial detail. For
unpaired video translation, existing approaches modify the generator networks
to form spatio-temporal cycle consistencies. In contrast, we focus on improving
learning objectives and propose a temporally self-supervised algorithm. For
both tasks, we show that temporal adversarial learning is key to achieving
temporally coherent solutions without sacrificing spatial detail. We also
propose a novel Ping-Pong loss to improve the long-term temporal consistency.
It effectively prevents recurrent networks from accumulating artifacts
temporally without depressing detailed features. Additionally, we propose a
first set of metrics to quantitatively evaluate the accuracy as well as the
perceptual quality of the temporal evolution. A series of user studies confirm
the rankings computed with these metrics. Code, data, models, and results are
provided at https://github.com/thunil/TecoGAN. The project page
https://ge.in.tum.de/publications/2019-tecogan-chu/ contains supplemental
materials.","Averaged VSR metric evaluations for the Vid4 data set with the following metrics, PSNR: pixel-wise accuracy. LPIPS (AlexNet): perceptual distance to the ground truth. T-diff: pixel-wise differences of warped frames. tOF: pixel-wise distance of estimated motions. tLP: perceptual distance between consecutive frames. User study: Bradley-Terry scores [Bradley and Terry 1952]. Performance is averaged over 500 images up-scaled from 320x134 to 1280x536. More details can be found in Appendix A and Sec. 3 of the supplemental web-page."
spiqa_441,1705.08016v3,"Based on the results shown in the figure from the Pairwise Confusion for Fine-Grained Visual Classification paper, which model achieves the best Top-1 accuracy on the CUB-200-2011 dataset with Pairwise Confusion regularization?",PC-DenseNet-161,1705.08016v3.pdf,"['1705.08016v3.pdf', '1809.04276v2.pdf', '1805.00912v4.pdf', '1707.01917v2.pdf', '1811.02553v4.pdf', '1805.06447v3.pdf', '1805.07567v2.pdf']",The table shows the Top-1 accuracy for each method on the CUB-200-2011 dataset. PC-DenseNet-161 has the highest Top-1 accuracy of 86.87.,1705.08016v3-Table2-1.png,Pairwise Confusion for Fine-Grained Visual Classification,"Fine-Grained Visual Classification (FGVC) datasets contain small sample
sizes, along with significant intra-class variation and inter-class similarity.
While prior work has addressed intra-class variation using localization and
segmentation techniques, inter-class similarity may also affect feature
learning and reduce classification performance. In this work, we address this
problem using a novel optimization procedure for the end-to-end neural network
training on FGVC tasks. Our procedure, called Pairwise Confusion (PC) reduces
overfitting by intentionally {introducing confusion} in the activations. With
PC regularization, we obtain state-of-the-art performance on six of the most
widely-used FGVC datasets and demonstrate improved localization ability. {PC}
is easy to implement, does not need excessive hyperparameter tuning during
training, and does not add significant overhead during test time.",Pairwise Confusion (PC) obtains state-of-the-art performance on six widelyused fine-grained visual classification datasets (A-F). Improvement over the baseline model is reported as (∆). All results averaged over 5 trials.
